MJD,luminosity,luminosity_err
53298.64999999991,9.639167693238449e+41,1.1197408449497142e+40
53299.56999999983,9.521712359852117e+41,1.2857443828023994e+40
53314.52000000002,8.05743587030249e+41,9.764453382183872e+39
53315.52000000002,8.27668582595698e+41,9.99936404895654e+39
53316.529999999795,8.253194759279712e+41,1.3483872272751107e+40
53320.56999999983,7.729343972376664e+41,1.18629886720197e+40
53330.54000000004,7.581350252309884e+41,1.15810958718925e+40
53332.54000000004,7.622068101217147e+41,1.230148858332868e+40
53335.580000000075,7.717598439038031e+41,1.2097899338792369e+40
53345.529999999795,6.8727030742123375e+41,1.093900671604721e+40
53353.549999999814,6.106111264977533e+41,1.0249935426847385e+40
