MJD,luminosity,luminosity_err
53650.669999999925,3.1986205927015385e+42,3.952961949146985e+40
53654.64999999991,2.7534792268839076e+42,3.2279412814679693e+40
53655.64999999991,1.9460940789428278e+42,1.2120106529178246e+40
53663.64000000013,1.6448906397967662e+42,1.4356475426908739e+40
53666.60999999987,1.5683902972879878e+42,1.4204540948755414e+40
53670.529999999795,1.536137539644914e+42,9.028106622900093e+39
53671.62999999989,1.508416161174834e+42,1.5579947803617077e+40
53673.60000000009,1.4492416802098555e+42,1.5060171957303076e+40
53674.529999999795,1.452440300802557e+42,8.281761817936401e+39
53703.60000000009,1.2554585826353539e+42,1.6747444319953137e+40
