MJD,luminosity,luminosity_err
54349.62999999989,1.0674446529098583e+42,4.8581061926161536e+39
54350.56999999983,1.0771913972653608e+42,3.654441980039031e+39
54354.549999999814,1.03503379216144e+42,3.214077024218132e+39
54355.62999999989,1.0154228727955496e+42,1.8565786537409086e+39
54362.52000000002,9.417938521822951e+41,3.4970849024923625e+39
54363.50999999978,9.312250932425936e+41,1.905899528792849e+39
54363.52000000002,9.10205006018076e+41,3.5193967269206217e+39
54365.52000000002,9.10792159292504e+41,2.145458064759418e+39
54365.580000000075,9.180728598954094e+41,4.0936326293110734e+39
54367.549999999814,8.910638092717276e+41,1.417388004468866e+39
54368.580000000075,9.004582616625735e+41,4.7289324722420235e+39
54378.549999999814,7.698753734298163e+41,3.1776735212036046e+39
54381.54000000004,7.512038993030102e+41,2.992133086484399e+39
54382.54000000004,7.495598701346122e+41,2.93694067868818e+39
54383.529999999795,7.29009505529637e+41,2.5916945533245957e+39
54394.50999999978,6.318943539392682e+41,5.0741785976056077e+39
54395.580000000075,6.143971863613178e+41,1.3833331145520496e+39
54397.54000000004,6.025366902178749e+41,2.9897844733866876e+39
54403.52000000002,5.2409301275431214e+41,2.190081713615936e+39
54426.54000000004,3.0073990716195235e+41,5.0319035618468014e+39
54426.54000000004,3.030885202596638e+41,4.7289324722420235e+39
